P1	P2	P3	P4	ABBA	BABA	BAAA	ABAA	ABBA_HOM	BABA_HOM	BAAA_HOM	ABAA_HOM	D	Danc	D+	fhom	fanc	f+	BS_REP
NA18486	NA12874	AltaiNeandertal	Ancestor	2249	2787	10321	10481	18785	0	19623	0	-0.1068308181096108	-0.007691568118450149	-0.027014474804551436	-0.028639872238488157	-0.00815369719207053	-0.018173297229743802	6
NA18486	NA12878	AltaiNeandertal	Ancestor	2681	2899	11113	10865	18785	0	19623	0	-0.03906810035842294	0.011284011284011283	0.001088613106901807	-0.011605003992547245	0.01263823064770932	0.0007810872734846907	6
NA18486	NA12889	AltaiNeandertal	Ancestor	2487	2786	10874	11055	18785	0	19623	0	-0.056703963588090274	-0.008253910347029048	-0.017645761341077863	-0.01591695501730104	-0.009223869948529787	-0.012497396375755051	6
NA18486	NA12890	AltaiNeandertal	Ancestor	2423	2787	10834	10927	18785	0	19623	0	-0.06986564299424185	-0.004273700657138918	-0.01694412517148048	-0.019377162629757784	-0.004739336492890996	-0.011898562799416788	6
NA18486	NA12829	AltaiNeandertal	Ancestor	2631	2852	11225	10874	18782	0	19568	0	-0.04030640160496079	0.01588307163220055	0.004713218765861794	-0.011766585028218507	0.01793744889615699	0.003389830508474576	7
NA18486	NA12830	AltaiNeandertal	Ancestor	2834	2921	11411	11341	18782	0	19568	0	-0.015117289313640312	0.0030766526019690575	-0.0005963447574280002	-0.004632094558619956	0.0035772690106295993	-0.00044328552803129075	7
NA18486	NA12842	AltaiNeandertal	Ancestor	2527	2994	11082	11054	18782	0	19568	0	-0.0845861257018656	0.001264907842428623	-0.015873015873015872	-0.024864231711212863	0.0014309076042518397	-0.011447196870925684	7
NA18486	NA12843	AltaiNeandertal	Ancestor	2508	2840	10830	10884	18782	0	19568	0	-0.06207928197456993	-0.0024868748273003593	-0.014263542975389846	-0.017676498775423276	-0.002759607522485691	-0.010065189048239895	7
NA18486	NA12872	AltaiNeandertal	Ancestor	2750	2890	11357	11001	18782	0	19568	0	-0.024822695035460994	0.015922712228285178	0.00771483677405529	-0.007453945266744756	0.01819296811120196	0.005632333767926988	7
NA18486	NA12873	AltaiNeandertal	Ancestor	2660	2941	11311	11150	18782	0	19568	0	-0.05016961256918408	0.007167980054316371	-0.004276245456489203	-0.014961132999680545	0.008227718724448078	-0.0031290743155149934	7
NA18486	NA12874	AltaiNeandertal	Ancestor	2495	2897	10887	10677	18782	0	19568	0	-0.07455489614243324	0.009738452977184196	-0.007122718504229114	-0.021403471408795654	0.010731807031888798	-0.00500651890482399	7
NA18486	NA12878	AltaiNeandertal	Ancestor	2849	3032	11539	11134	18782	0	19568	0	-0.031117156946097603	0.017862656022581927	0.007774742592981719	-0.009743371312959217	0.02069705641864268	0.005788787483702738	7
NA18486	NA12889	AltaiNeandertal	Ancestor	2638	2904	11131	11095	18782	0	19568	0	-0.047997112955611695	0.0016197246468100423	-0.008282915586286372	-0.014162496006815036	0.001839738348323794	-0.005997392438070404	7
NA18486	NA12890	AltaiNeandertal	Ancestor	2626	2699	11122	10659	18782	0	19568	0	-0.013708920187793428	0.021257058904549837	0.014387958385597284	-0.0038867000319454796	0.02366107931316435	0.010169491525423728	7
NA18486	NA12829	AltaiNeandertal	Ancestor	1479	1351	5494	4978	9106	0	9184	0	0.045229681978798585	0.0492742551566081	0.04841377236505789	0.01405666593454865	0.05618466898954704	0.035210497539639146	8
NA18486	NA12830	AltaiNeandertal	Ancestor	1586	1276	5434	5124	9106	0	9184	0	0.10831586303284417	0.029361621519227128	0.046199701937406856	0.03404348781023501	0.033754355400696864	0.03389830508474576	8
NA18486	NA12842	AltaiNeandertal	Ancestor	1431	1431	5454	5233	9106	0	9184	0	0.0	0.020679330027135772	0.01631116687578419	0.0	0.024063588850174216	0.012083105522143247	8
NA18486	NA12843	AltaiNeandertal	Ancestor	1449	1317	5397	5090	9106	0	9184	0	0.04772234273318872	0.029274339658624964	0.03312457556779597	0.014495936745003294	0.03342770034843206	0.02400218698742482	8
NA18486	NA12872	AltaiNeandertal	Ancestor	1516	1471	5799	5495	9106	0	9184	0	0.015065282892534315	0.026916947051531786	0.02443806456130523	0.00494179661761476	0.033101045296167246	0.01908146528157463	8
NA18486	NA12873	AltaiNeandertal	Ancestor	1389	1431	5468	5295	9106	0	9184	0	-0.014893617021276596	0.016073585431571124	0.009644408451741146	-0.004612343509773776	0.018837108013937284	0.007162383816293056	8
NA18486	NA12874	AltaiNeandertal	Ancestor	1423	1411	5418	5185	9106	0	9184	0	0.004234297812279464	0.02197491276053947	0.01823323658554737	0.001317812431363936	0.02537020905923345	0.013395297977036633	8
NA18486	NA12878	AltaiNeandertal	Ancestor	1474	1374	5632	5309	9106	0	9184	0	0.0351123595505618	0.029521981537336622	0.030676626296323155	0.010981770261366132	0.0351698606271777	0.0231273920174959	8
NA18486	NA12889	AltaiNeandertal	Ancestor	1354	1438	5365	5353	9106	0	9184	0	-0.03008595988538682	0.0011196118678857996	-0.005329385640266469	-0.009224687019547552	0.0013066202090592336	-0.003936577364680153	8
NA18486	NA12890	AltaiNeandertal	Ancestor	1359	1291	5230	4986	9106	0	9184	0	0.025660377358490565	0.023884103367267033	0.024249961137882792	0.0074676037777289695	0.02656794425087108	0.017058501913613997	8
NA18486	NA12829	AltaiNeandertal	Ancestor	1497	1464	6106	6046	10263	0	10584	0	0.011144883485309016	0.004937458854509546	0.006153642559385959	0.003215434083601286	0.005668934240362812	0.004461073535760541	9
