P1	P2	P3	P4	ABBA	BABA	BAAA	ABAA	ABBA_HOM	BABA_HOM	BAAA_HOM	ABAA_HOM	D	Danc	D+	fhom	fanc	f+	BS_REP
YRI	CEU	NEA	ANC	1438.7452066965811	1463.0917976056867	5887.323583050228	5831.621352411608	9441.28125	87.1631944444443	10053.417824069491	530.3368055555553	-0.008390061493119445	0.004753177947791473	0.002144593897829525	-0.0026027671197335085	0.005849181638833943	0.0016610324236388245	40
YRI	CEU	NEA	ANC	2414.5196642349138	2366.913814066566	9361.15595772162	9143.409956041523	14952.371527777688	140.14699074074062	15954.730324067277	912.6030092592604	0.009956397047953699	0.011767149939904456	0.011395338777637784	0.0032139568266274046	0.014475745160442761	0.008888213455957023	41
YRI	CEU	NEA	ANC	1017.8301066217731	1022.5304433221041	4056.3080574251553	3936.4700944625733	6643.898148148135	32.861111111111114	6949.56018518307	254.8888888888889	-0.0023036794651123426	0.014993280269424057	0.01147573353503345	-0.0007109832654087901	0.017900499913852078	0.008653250422890127	42
YRI	CEU	NEA	ANC	1500.081369248026	1404.411125140295	5447.338337073378	5227.563294986823	8611.082175925943	64.37152777777779	9156.853009257351	484.12847222222223	0.032938712801831097	0.020588015670935933	0.02322970253730942	0.011193808711478959	0.025340945760245218	0.018319142457455008	43
YRI	CEU	NEA	ANC	1332.6240179573492	1418.8430836139084	5838.707678636293	5817.164959781916	9185.954861111044	91.29513888888881	10047.373842589066	514.7048611111113	-0.03133567019839082	0.0018482287446562828	-0.004489124846737967	-0.009480185987155634	0.002259883239020977	-0.0034721214099440244	44
YRI	CEU	NEA	ANC	3059.560711279406	3083.59669612793	12111.506511870204	11852.92296810768	19193.521990740603	189.40393518518508	20589.482638890917	1145.3460648148155	-0.003912643491690743	0.010790306690946655	0.007790314108908996	-0.0012647777065086022	0.013298792814862305	0.00610034346613066	45
YRI	CEU	NEA	ANC	2358.9421880845302	2371.782676300015	9517.035575660757	9269.753168256386	14769.928240740643	166.3773148148147	16201.710648142	956.1226851851857	-0.002714274996661658	0.01316256922750766	0.009968822516429986	-0.0008792716429460137	0.01621993248179139	0.007854227221147902	46
YRI	CEU	NEA	ANC	1776.8452698279034	1788.0826435652828	7222.478991299892	7066.077055273937	11649.479166666606	110.81249999999996	12672.877314811061	597.6874999999999	-0.0031522022353274877	0.01094595811614275	0.008130881491482528	-0.0009738884103344768	0.012952337679538378	0.0061474313779471285	47
YRI	CEU	NEA	ANC	684.1274083426853	702.2315750093506	2895.977272726767	2892.1925505047807	4371.193287037063	68.07523148148142	4910.515046295282	359.17476851851836	-0.01305878699822167	0.0006538720074859758	-0.0019958724580684977	-0.004207220539369545	0.0008315621313717542	-0.001617201629463216	48
YRI	CEU	NEA	ANC	2257.4207935839763	2226.1569046950885	8673.059869525248	8475.294297136945	13948.506944444409	128.38194444444443	14831.363425919619	830.8680555555561	0.00697297805297047	0.011532627007014821	0.010587563917413128	0.002262200152957217	0.014125612498464113	0.008232363557254296	49
YRI	CEU	NEA	ANC	2200.2849794238396	2220.098110736968	8868.960577997948	8716.500561166069	14142.847222222219	135.95833333333331	15223.731481473156	817.2916666666674	-0.00448222041144576	0.00866966271884338	0.006027802620814094	-0.0014145276278192962	0.010582768455755856	0.004668473972269892	50
YRI	CEU	NEA	ANC	1671.332152543937	1688.5217569210572	7224.980908620789	7170.595597174259	11324.149305555547	157.14699074074068	12497.53124999504	833.3530092592606	-0.005116176131556115	0.003777918267089675	0.00209489188374964	-0.0015393212871744064	0.004662592625393508	0.0016291626698369287	51
YRI	CEU	NEA	ANC	2596.264695566761	2573.58687570145	10332.167590250972	10173.694736719552	16205.723379629531	200.4849537037036	17677.73032407016	1157.5150462962968	0.00438655144208481	0.0077281730953098135	0.007055331513456302	0.0014168998462763724	0.009592662738761554	0.005569504888293879	52
YRI	CEU	NEA	ANC	2622.238273943132	2758.4038884212514	10936.41181490566	10854.119516928453	18022.005787036924	127.3784722222222	18777.434027773797	754.6215277777782	-0.025306573150422087	0.0037765163558441776	-0.0019827379377786486	-0.007609301500534187	0.004566007551664021	-0.0014999208400900026	53
YRI	CEU	NEA	ANC	2736.9549312570166	2997.5449985970863	12027.411160208598	11987.65989758768	18974.812499999924	205.54398148148164	20872.136574073345	1126.9560185185192	-0.04544250946511035	0.0016552631689179353	-0.007423260147543871	-0.013883869106724223	0.0020132134274018685	-0.005733920905746884	54
YRI	CEU	NEA	ANC	2725.7363332397886	2780.9831766741277	11012.430894587516	10804.67563365094	17303.5497685185	210.75115740740742	18879.940972218457	1142.998842592593	-0.010032623476622789	0.009522585438526075	0.0055815176574938105	-0.0032321707340789794	0.011713138567981448	0.004378683684081012	55
YRI	CEU	NEA	ANC	1373.220912832008	1443.086864010468	5822.2111625491625	5755.858679385202	9230.471064814848	67.1956018518518	9970.177083328963	501.3043981481485	-0.024807640611208562	0.005730876050137476	-0.00024408613609775673	-0.00762456083098787	0.007007432180158582	-0.00018857020599899476	56
YRI	CEU	NEA	ANC	734.5383347362452	686.8790333894498	3101.894138139998	3068.2445169281887	4803.906249999995	75.1030092592592	5332.473379628291	383.8969907407407	0.0335294209959175	0.005453624803742381	0.010710442274309543	0.010078512240938566	0.006799858902324436	0.008401956487236423	57
YRI	CEU	NEA	ANC	2329.7855522820705	2222.8960320800434	8496.894559012459	8161.622042179853	13427.508101851809	128.98726851851842	14390.292824067168	831.2627314814813	0.023478365051748655	0.02012619279729915	0.020845688827506224	0.008037699947358368	0.02472688050275351	0.01646322995921129	58
YRI	CEU	NEA	ANC	2587.2106481481082	2624.049242424225	10475.187991018247	10265.925154321234	16494.934027777817	195.07060185185202	17902.954861107723	1185.9293981481485	-0.007069038015693959	0.01008927704268535	0.0066438719180825015	-0.002260055395158885	0.012517946877611874	0.005222304348576559	59
YRI	CEU	NEA	ANC	2155.2023124766006	2216.8188949681885	9044.47309904183	8963.216785913552	14551.361111111082	93.52314814814807	15606.574074066662	708.7268518518521	-0.014093386003404014	0.004512311887165751	0.0008775685510685658	-0.004261811665716057	0.0054542318709721975	0.0006690264769090523	60
YRI	CEU	NEA	ANC	2374.623000841721	2387.014625420856	9995.179468289516	9940.031951458997	15796.45717592587	178.53819444444423	17196.783564808607	1037.4618055555568	-0.0026023871515946056	0.0027663371944923383	0.0017312286345406993	-0.000793423540858948	0.003412737097022064	0.0013454878792095945	61
YRI	CEU	NEA	ANC	3605.2232744107305	3625.9892676767395	14157.886761121668	13852.299639916637	22392.25925925932	224.83333333333303	24068.486111106744	1274.6666666666663	-0.0028717166236154317	0.010909856751031965	0.008082004020291028	-0.0009367796394312996	0.013406578127456874	0.00633481402912269	62
YRI	CEU	NEA	ANC	1289.6583660680644	1323.386059670775	5669.856949118553	5657.861578749148	9018.914351851856	91.4930555555554	9840.16898147713	543.2569444444451	-0.01290743213949532	0.0010589396567273754	-0.0015589048680928743	-0.0037779883443725365	0.0012902531853182019	-0.0011924893402581467	63
YRI	CEU	NEA	ANC	2695.479903198633	2535.8309132996524	10040.056596048977	9729.747673492802	16095.236111110955	159.8749999999998	17237.47685184584	962.8749999999997	0.030517970638541784	0.015696104944966493	0.01879747806599101	0.010018536058631596	0.01906706691696913	0.014590451811311682	64
YRI	CEU	NEA	ANC	2546.672722596277	2581.346754582828	10279.488846796137	10142.087962964097	16168.396990740664	219.4270833333331	17541.63541666185	1188.322916666666	-0.0067616810234163134	0.00672822109242669	0.004020683954916429	-0.002174060907246882	0.008402021537354039	0.0031801731701146937	65
YRI	CEU	NEA	ANC	2212.8609240553437	2397.3222035166473	9719.328703699855	9676.20412457924	15423.731481481385	157.04629629629622	16842.33333332787	894.7037037037046	-0.040011703300483065	0.002223428430784752	-0.0058876269552060505	-0.012082601902363599	0.002704137236828407	-0.004527944988676583	66
YRI	CEU	NEA	ANC	1354.2061237373546	1363.003682659932	5736.293151419937	5650.42951505703	8913.104166666662	132.69212962962956	9818.085648144508	664.0578703703704	-0.0032377179347229377	0.007540680393990275	0.005464155304809442	-0.0010019528565935374	0.009379875006648258	0.004297099783216251	67
YRI	CEU	NEA	ANC	2015.3308782267022	2072.6459034792333	8597.422184807652	8487.090324540308	13461.598379629622	153.99421296296288	14864.077546289931	890.7557870370382	-0.014020389134552082	0.006458004593749762	0.0025040435390473775	-0.004306937938242536	0.007895893486764128	0.0019433664076790775	68
YRI	CEU	NEA	ANC	1705.4254232136088	1694.808209408906	6516.702335857006	6387.568707912555	10413.515046296303	92.94328703703702	11055.281249997066	659.0567129629624	0.0031224953787996478	0.010007045536043632	0.008571302503381466	0.00102874279181069	0.012421204205857917	0.006745774768956835	69
YRI	CEU	NEA	ANC	2515.3584923306935	2501.375116909811	9827.971053118712	9563.288603628254	15846.734953703666	128.9965277777778	16812.190972214292	826.7534722222227	0.0027873466103773338	0.013649574817506218	0.011416990404518873	0.0008896556897662486	0.016557723208425728	0.008789839401658353	70
YRI	CEU	NEA	ANC	1938.8835227272425	1879.0426136363453	7506.6604353689645	7309.672219882484	11854.321759259266	119.01620370370365	12832.835648141581	675.9837962962965	0.015673668623640034	0.013295342381278207	0.013782631627556063	0.005099220366066067	0.016203883858022017	0.010749515843128613	71
YRI	CEU	NEA	ANC	1945.7054222783133	1994.0431748035803	8101.310711275938	7982.821022725458	12881.910879629635	118.72337962962945	13917.306712955353	719.2766203703711	-0.012269247982236723	0.007366868818911536	0.0035034136673457754	-0.003787279041796335	0.008977831367201625	0.002702182044237022	72
YRI	CEU	NEA	ANC	2343.6131570332795	2309.589377571987	8998.363063500297	8794.802247006106	14215.123842592522	152.52430555555537	15344.2511573971	886.2256944444448	0.007311905984805556	0.011440393709712459	0.010584545241123488	0.002419451636355247	0.01407943408425978	0.008330273125345972	73
YRI	CEU	NEA	ANC	2108.4973227646756	2197.0705550878993	8773.544226987726	8617.565691637124	13949.349537036998	152.12731481481484	14986.99768517644	870.6226851851859	-0.020571788631840147	0.008968866051703665	0.0031067107904566497	-0.006419642366893622	0.011049475191095302	0.002414783823481445	74
YRI	CEU	NEA	ANC	3323.8542017395357	3381.70205527495	13464.227144118304	13278.231984195301	21487.012731481547	222.21412037037007	23181.672453705374	1323.5358796296287	-0.008626853808720395	0.0069550507315193025	0.003831237964683545	-0.002720357459919132	0.008509195616592365	0.0029716740253712577	75
YRI	CEU	NEA	ANC	1496.4846029741861	1386.3953773849641	5489.280829123567	5251.41887626238	8648.21990740743	73.70138888888881	9264.40046296095	520.5486111111113	0.03818723857366655	0.022145852633968597	0.025540363581128718	0.012839114563862719	0.027203337486884034	0.02009145035064912	76
YRI	CEU	NEA	ANC	2562.6916152262984	2604.0257903104875	10393.339646459333	10198.015151514655	16530.335648148106	144.18749999999977	17690.131944438246	874.0625000000008	-0.008000084355280278	0.009485752485013578	0.005978332487145535	-0.0025225071023699105	0.011615347783264519	0.00463795285453683	77
YRI	CEU	NEA	ANC	2645.9821244855725	2674.9505588290262	10910.492506074015	10747.048482510043	17281.712962962927	183.6157407407404	18713.49999999585	1072.3842592592607	-0.005444239960842404	0.007546748896845006	0.0049845514188814576	-0.0016942490130307493	0.009264948202031793	0.00387100275886806	78
YRI	CEU	NEA	ANC	833.8202861952815	837.2952441077425	3511.3562242790604	3437.3370744477234	5552.443287037008	52.190972222222214	6053.653935183532	286.05902777777766	-0.002079424102911018	0.010652240162175473	0.008183962465768049	-0.000631781546294036	0.012833624937197712	0.006260662798104031	79
YRI	CEU	NEA	ANC	1784.4469112420375	1726.1339903666258	7012.050119245756	6826.370195004375	11313.987268518518	79.81828703703694	11976.896990735875	511.43171296296293	0.016610618729421902	0.013417710983252668	0.014063797799135412	0.00519067507098525	0.016194713406122486	0.01074875666850532	80
YRI	CEU	NEA	ANC	2940.4636994949356	2849.2736742424017	11095.295629905513	10827.622439673998	17537.954861111022	157.62847222222206	18916.883101846448	1005.3715277777773	0.01575028699335799	0.012209742762435508	0.01294943446390634	0.005246738364524119	0.014944198825689172	0.01016844789610317	81
YRI	CEU	NEA	ANC	1136.3742868499703	1174.0020225402109	4592.030805741242	4509.9657804892995	7273.52662037032	67.37152777777777	7817.718749997435	400.62847222222257	-0.016286409939934125	0.00901615645254034	0.0038937817724790627	-0.005221610582447695	0.011064315274393343	0.003038811729969934	82
YRI	CEU	NEA	ANC	2792.6952978862523	3018.8508113542857	12236.335800126337	12207.799394408004	19449.02662037019	222.51041666666632	21143.33912036984	1164.4895833333337	-0.038914861762593456	0.0011674131848490624	-0.006531636348411856	-0.0117626881059435	0.0014283307787784278	-0.005040613804154523	83
YRI	CEU	NEA	ANC	1819.757201646057	1801.8479002992779	7802.241021322054	7753.354447250472	12082.984953703644	198.18171296296308	13435.093749995644	974.8182870370379	0.0049451281524755895	0.0031427002695171022	0.003483087908099052	0.0015069076857231137	0.003923394327590099	0.002743711623664261	84
YRI	CEU	NEA	ANC	1939.5339038533502	1994.6616395435858	8057.106972500066	7938.645903477685	12630.09143518508	137.380787037037	13853.60300925414	761.3692129629637	-0.014012454409583352	0.007405782643734409	0.0031777971522784472	-0.004412792166799114	0.009048193827392461	0.00247541414325449	85
YRI	CEU	NEA	ANC	1633.7184927983405	1604.6978699027215	6258.990682283509	6098.790345584297	10065.328703703712	75.72222222222216	10587.018518514335	509.7777777777775	0.008961362482560397	0.012963519610676648	0.012132506075439543	0.002905081691597841	0.015897242193650612	0.009429531081759838	86
YRI	CEU	NEA	ANC	2768.690340909071	2950.691393097635	11878.908962303974	11733.249240086683	18634.012731481394	211.39004629629613	20382.936342592093	1060.8599537037037	-0.0318218053371764	0.006168844074682836	-0.001238984726000583	-0.009879215098669061	0.007538512905427512	-0.0009628194385641557	87
YRI	CEU	NEA	ANC	2631.196396838752	2719.2515315188734	10576.676919655045	10466.61968060462	17322.731481481413	151.5138888888888	18194.05092592465	880.7361111111117	-0.016457525773388968	0.005230037913787126	0.0008336105680817238	-0.005128065858189769	0.006356797657041338	0.0006380282066860583	88
YRI	CEU	NEA	ANC	2708.945216049335	2765.5575897867393	10934.127314810226	10738.23421717155	17368.43981481482	181.4814814814814	18841.88888888434	1078.7685185185196	-0.010341098679692467	0.009038844121790702	0.005130637637115332	-0.0032939146438498643	0.01102807916369719	0.003985133340673439	89
YRI	CEU	NEA	ANC	2732.820520014918	2775.7773802843053	11147.416199021176	10981.625163674606	17756.95254629637	162.315972222222	18981.70486110892	976.1840277777783	-0.007798147740471984	0.007492011634360902	0.004444452505813341	-0.0024414747123952777	0.009207788926586578	0.0034503829202629376	90
YRI	CEU	NEA	ANC	2322.8642676767354	2420.9960016834775	9735.461700331613	9639.94654882085	15618.585648148048	141.58101851851836	16738.05787036238	865.6689814814819	-0.020686050691787514	0.00492971039797011	-0.00010848515136232471	-0.00634048618289333	0.00601769224402472	-8.346517116621171e-05	91
YRI	CEU	NEA	ANC	1769.1079779274207	1880.1365974560313	7699.844416383505	7630.438692478801	12148.662037036956	113.06944444444427	13146.828703698653	607.1805555555559	-0.030425096820742407	0.004527360872062466	-0.002193041698211326	-0.0092250230866858	0.0055349020231465675	-0.0016936922841579171	92
YRI	CEU	NEA	ANC	1093.404215768795	1190.653163580243	4725.429538438389	4696.806432378444	7591.767361111111	57.167824074074055	8108.922453700948	404.0821759259265	-0.04257727878936396	0.0030378252198945306	-0.005862303267031219	-0.012906982956879344	0.003714951255058397	-0.004503173514606617	93
YRI	CEU	NEA	ANC	1988.9480686494305	2054.927024878407	8457.856785442962	8367.28144874495	13317.023148148146	159.17129629629608	14487.416666658548	827.8287037037045	-0.016315775018514965	0.005383333880369948	0.0011786077320852175	-0.005014417016687295	0.00663089816059271	0.0009171785464567298	94
YRI	CEU	NEA	ANC	2015.6137182005104	1889.2498713991783	7318.651222876321	6997.097982136491	11662.866898148095	87.56365740740738	12409.517361109274	643.1863425925925	0.032360630250412005	0.022461502792130165	0.024582987004345067	0.010916677012536413	0.027328250431999743	0.01918961982550631	95
