P1,P2,P3,P4,ABBA,BABA,BAAA,ABAA,ABBA_HOM,BABA_HOM,BAAA_HOM,ABAA_HOM,N_SEG,D,D_SE,D_Z,D_BLOCKS,Danc,Danc_SE,Danc_Z,Danc_BLOCKS,D+,D+_SE,D+_Z,D+_BLOCKS,fhom,fhom_SE,fhom_Z,fhom_BLOCKS,fanc,fanc_SE,fanc_Z,fanc_BLOCKS,f+,f+_SE,f+_Z,f+_BLOCKS
AFR,BOT2016_2X,Chagyrskaya,Chimp,2764.9901541095887,2826.3677226027403,10000.933647260272,10118.443065068492,12612.590325342464,129.71789383561645,17503.272688356166,320.5321061643835,238642,-0.010977220533277874,0.0019974922584428912,-5.495500914649335,37,-0.005840609253874772,0.0014323770170760117,-4.077564205684843,37,-0.006957676984368235,0.001426791299301488,-4.876450387505512,37,-0.004916942701283576,0.009286022457747355,-0.5294993333966532,37,-0.006838805325968017,0.001184759815879689,-5.772313708065948,37,-0.006030112582496348,0.007381798545703853,-0.8168893454842147,37
AFR,BOT2016_2X,Denisova,EPO,2536.53125,2855.633989726027,10263.96190068493,10459.725599315068,10846.90667808219,95.75941780821917,17856.47688356164,238.49058219178085,240255,-0.059178961611762525,0.0102363981734323,-5.781228964437558,37,-0.009446373799553704,0.0020995752668582835,-4.499183215131345,37,-0.019714709049993163,0.003662604802487806,-5.382701687226,37,-0.02968080819664032,0.012462050990596335,-2.3816952938996145,36,-0.011111581952752301,0.0019126099855074257,-5.809643386236081,37,-0.0181488249275362,0.009742864070673585,-1.8627812926349756,37
AFR,BOT2016_2X,Denisova,Chimp,2596.3480308219173,2798.0997431506835,10025.208476027394,10280.74957191781,10594.300513698628,99.30222602739727,17660.156678082192,228.44777397260273,236819,-0.03739988239429953,0.006485369067614386,-5.766808643329363,37,-0.012584537764091089,0.002592237634318601,-4.854700663814364,37,-0.01779321351529764,0.0033052093876166826,-5.38338465997398,37,-0.019223606026288694,0.013239313741151297,-1.4520092507919522,37,-0.014659555026769123,0.002518502917691466,-5.820741728664148,37,-0.016374748554450737,0.009841363544426406,-1.663869897756645,37
AFR,JP14_2X,Altai,EPO,2824.6155821917805,2784.7705479452056,10325.988869863015,10152.553082191778,12810.645119863015,94.30008561643834,17683.38570205479,252.94991438356166,242126,0.007103278918971802,0.0014221177212332754,4.9948599985181,37,0.008469147270215405,0.0018333670288782206,4.6194499719990105,37,0.008175460360280655,0.0016558336473857249,4.937368178976369,37,0.003133371589027163,0.010954278959491902,0.28604087960642,36,0.009950169335061024,0.0017098446666811446,5.819341095103438,37,0.007074746162042896,0.008572300254933904,0.8253031218745436,37
AFR,JP14_2X,Altai,Chimp,2853.583476027397,2756.8266267123286,10091.878852739726,9977.175085616438,12465.34075342466,98.58390410958904,17535.6198630137,244.91609589041096,238651,0.017245949501591556,0.00304906129031855,5.656150486824025,37,0.005715454623601636,0.0013897203799209253,4.112665185155335,37,0.008234619542680007,0.0016506710396392381,4.988649673335107,37,0.00782394693241076,0.02866361311969052,0.2729574565404696,37,0.0066338402801965285,0.0011495656008715224,5.770736594037959,37,0.007130098533154576,0.008448484483697472,0.8439500062896599,37
AFR,JP14_2X,Vindija,EPO,2823.104023972603,2801.3831335616437,10302.368578767122,10147.20419520548,13034.816780821919,153.84589041095893,17653.818493150684,461.9041095890412,242708,0.003861843720607175,0.0009305562963421123,4.150037709472867,37,0.0075876589343288605,0.0016642556490623467,4.559190734070094,37,0.0067839559484505025,0.0014037148283561382,4.832859076081041,37,0.0016862774239424071,0.01008308171050508,0.16723829800819281,36,0.009025427890101911,0.0015498345062007238,5.823478477212973,37,0.005881885704052845,0.007988827351610881,0.7362639653073503,37
AFR,JP14_2X,Vindija,Chimp,2848.867294520547,2777.496575342466,10064.931506849312,9973.130993150684,12701.076626712327,155.70590753424656,17504.594606164377,450.79409246575335,239229,0.01268505216315116,0.002267867515454333,5.59338324514512,37,0.004581306885265405,0.0011988253742753767,3.821496427729977,37,0.0063578757041036806,0.0013223272122633307,4.808095640126297,37,0.00568900838210999,0.00986032039439827,0.5769597897997273,37,0.005382994460671032,0.0009353701673125392,5.754934943175699,37,0.005512696000605265,0.007869149580689325,0.7005453313701481,37
AFR,JP14_2X,Chagyrskaya,EPO,2824.4255136986294,2820.8749999999995,10282.583904109588,10145.250856164383,12958.26412671233,125.9636130136986,17650.619434931505,329.03638698630135,242327,0.0006289326298953159,0.0006959397788286443,0.9037170298756166,37,0.006722839182754546,0.0015384081006622756,4.369997258764045,37,0.005403399328981792,0.0012116478212997025,4.459546110672414,37,0.00027668567259936296,0.010923404372510492,0.025329619152034848,36,0.00792843515313091,0.0013658108384792774,5.804929152530812,37,0.004672153135957616,0.008477866848299128,0.5511000844386895,37
AFR,JP14_2X,Chagyrskaya,Chimp,2849.19948630137,2792.32705479452,10051.198630136985,9972.958047945203,12612.590325342466,129.71789383561642,17503.272688356166,320.5321061643835,238861,0.010081035884979201,0.00185542477052672,5.4332765440645625,37,0.003907309728425245,0.0011254765258796207,3.4716936680411625,37,0.005264345100218182,0.0011752927442053246,4.479177742033687,37,0.004556037227722033,0.010626415459004949,0.42874638633305023,37,0.00455344022785693,0.0007989017767172387,5.699624610383816,37,0.0045545330088490425,0.0083345888075337,0.546461632844102,37
AFR,JP14_2X,Denisova,EPO,2583.9452054794524,2808.29794520548,10293.926369863013,10386.940068493153,10846.90667808219,95.75941780821917,17856.476883561645,238.49058219178085,240508,-0.04160656955863165,0.007180530896118559,-5.794358406162156,37,-0.004497572618990023,0.0012472145849849539,-3.6060936691533967,37,-0.01217217444940138,0.002295305408779838,-5.303074006117551,37,-0.02086779524963093,0.013162927150466736,-1.5853461020553465,36,-0.005279473887597941,0.0009150783019199256,-5.769423093653383,37,-0.011187033176975832,0.009486353139285697,-1.1792764840945182,37
AFR,JP14_2X,Denisova,Chimp,2621.9738869863013,2785.4755993150684,10055.51926369863,10200.810359589039,10594.300513698628,99.30222602739727,17660.156678082192,228.44777397260273,237059,-0.030236382742541403,0.005235746497545408,-5.774989823651058,37,-0.007172626956236671,0.001602790282524685,-4.47508762340291,37,-0.012032242285930446,0.0022667532981058155,-5.308139309198333,37,-0.015579012768476308,0.013504988043252246,-1.1535747176214899,37,-0.00833487391796427,0.001431895107776574,-5.820869051579163,37,-0.011057258061203048,0.009553022174550032,-1.1574617811168086,37
