P1,P2,P3,P4,ABBA,BABA,BAAA,ABAA,ABBA_HOM,BABA_HOM,BAAA_HOM,ABAA_HOM,N_SEG,D,D_SE,D_Z,D_BLOCKS,Danc,Danc_SE,Danc_Z,Danc_BLOCKS,D+,D+_SE,D+_Z,D+_BLOCKS,fhom,fhom_SE,fhom_Z,fhom_BLOCKS,fanc,fanc_SE,fanc_Z,fanc_BLOCKS,f+,f+_SE,f+_Z,f+_BLOCKS
AFR,2H11_2X,Vindija,EPO,2580.071376712329,2634.1567979452057,6932.84791780822,9502.786202054795,6525.572773972601,108.36044520547945,12700.732020547946,155.13955479452054,60468,-0.010372661000096928,0.001961049942844297,-5.289340558584894,36,-0.15636380473697198,0.029401532886691763,-5.318219473099244,36,-0.12120278964285035,0.021960144136465968,-5.519216490095198,36,-0.008428180097831939,0.0238102926422821,-0.3539721340033114,36,-0.20484790106660278,0.03574960301627213,-5.730074847918234,36,-0.1383774042876655,0.022049464351441832,-6.275771695951286,36
AFR,2H11_2X,Vindija,Chimp,2557.168455479453,2613.404188356164,6803.731724315069,9327.917251712328,6364.282106164383,107.14083904109587,12549.195633561643,149.10916095890408,59504,-0.010876113102047929,0.002050823460050859,-5.3032907580344375,36,-0.1564741168834228,0.029388904484985847,-5.3242582404989625,36,-0.12113390360505337,0.021938721598550037,-5.521465918645838,36,-0.008987448177363185,0.024209927939746866,-0.3712298607303148,36,-0.20356192942479054,0.035537897044073806,-5.728024063222838,36,-0.1383067889973595,0.022103032609672273,-6.2573670970759245,36
AFR,2H11_2X,Chagyrskaya,EPO,2578.355461472603,2653.09891010274,6915.360815068492,9503.242311643833,6596.067208904109,91.39340753424656,12708.13484589041,128.60659246575347,60467,-0.014287317315859402,0.002602256955014653,-5.490356088136173,36,-0.15761885932701392,0.029629319641033908,-5.319692157518398,36,-0.12298465929783642,0.022279367011177702,-5.520114608109567,36,-0.01149072972950558,0.024552763613084876,-0.46800148083459897,36,-0.2057216649496228,0.03589081350763592,-5.731875230575497,36,-0.13951984670674492,0.02203181039601368,-6.332654657013066,36
AFR,2H11_2X,Chagyrskaya,Chimp,2554.1711652397257,2629.81777140411,6789.888776541096,9331.058142979453,6425.737157534246,90.92551369863013,12566.113869863015,125.8244863013699,59508,-0.014592354862037665,0.0026622270585215093,-5.48125856332542,36,-0.15763151997984082,0.029599776094160198,-5.325429472114834,36,-0.12282674729788448,0.022241859959392953,-5.5223235611648365,36,-0.011941413639029915,0.024691033513834112,-0.4836336086271672,36,-0.20426931304316828,0.03565142842251291,-5.729624928974171,36,-0.1393769316492196,0.02212361698052428,-6.299916138121312,36
AFR,2H11_2X,Denisova,EPO,2453.6648955479454,2554.958453767123,7012.680669520549,9624.831316780826,6194.252996575339,71.98330479452055,12885.426797945207,88.51669520547946,60359,-0.02022383220990845,0.0035953389911625834,-5.625014013871582,36,-0.1570036823661502,0.029690880412868496,-5.287942970465178,36,-0.1253546724811781,0.022758296653040588,-5.508086760281784,36,-0.016545099010447838,0.02324857997788624,-0.7116606272806911,36,-0.2041235443781882,0.03569195906684493,-5.719034474849076,36,-0.14342293032520018,0.020001562270400487,-7.170586396515938,36
AFR,2H11_2X,Denisova,Chimp,2435.283726027397,2536.8964691780825,6880.932105308218,9445.979321061643,6058.826198630138,70.89469178082193,12727.762842465754,84.6053082191781,59396,-0.02043625515597116,0.003635831959922336,-5.620791989629711,36,-0.15710547750081963,0.02965931570962722,-5.297002771032381,36,-0.12520064265101635,0.02271057488675003,-5.5128786160345875,36,-0.016969590088740258,0.023895387109477636,-0.7101617567856686,36,-0.20288027012282892,0.035481122118611166,-5.717977843108031,36,-0.14312958051040778,0.020002045085845563,-7.155747319642497,36
AFR,atp016_2X,Altai,EPO,2623.142423373288,2679.24689255137,7056.704218749999,9500.482694777394,6512.774400684933,71.52011986301369,12728.427654109584,107.9798801369863,60536,-0.010580978844684915,0.002076359742802131,-5.0959275633062795,36,-0.1475962365340457,0.02771510820244019,-5.325479354291336,36,-0.1143609976225116,0.020720792415272814,-5.5191420931478845,36,-0.008710177666037284,0.022929259683432398,-0.3798717353413223,36,-0.19363643190753094,0.033798887827642836,-5.729077030433025,36,-0.13114689013705844,0.01753755705323181,-7.478059215373487,36
AFR,atp016_2X,Altai,Chimp,2621.838594606164,2636.1966528253433,6908.5953514554785,9345.46595077055,6348.062500000001,71.98030821917808,12583.262842465752,104.5196917808219,59572,-0.002730688849260403,0.001024346302740425,-2.6657867968625597,36,-0.14992379775147865,0.028103553019283106,-5.334691939080059,36,-0.1139465254758385,0.020626670806368538,-5.524232511659478,36,-0.0022877422220478156,0.02308027823946468,-0.09912108503683607,36,-0.19528173389651957,0.03410191299373591,-5.7264158152180595,36,-0.13069855958530507,0.017781414165798204,-7.3502904980807555,36
AFR,atp016_2X,Vindija,EPO,2588.798019691781,2710.270440924658,7019.84987071918,9529.882654965753,6525.572773972601,108.36044520547945,12700.732020547946,155.13955479452054,60523,-0.02292335381882311,0.004119295620444054,-5.56487223326594,36,-0.15166606350592315,0.028534423878205685,-5.315196274972428,36,-0.12044163005234636,0.021853685207273918,-5.511273220511926,36,-0.018929157242988458,0.02080302706972855,-0.9099232135564133,36,-0.20007287747456998,0.034920350409256465,-5.729406352736253,36,-0.13877193980501473,0.01594220617403954,-8.704688566316026,36
AFR,atp016_2X,Vindija,Chimp,2586.0324374999996,2669.787920376713,6869.5826044520545,9375.072881849315,6364.282106164383,107.14083904109587,12549.195633561645,149.1091609589041,59557,-0.015935758297216527,0.0029258585437798618,-5.446523835232793,36,-0.15423474382144117,0.02896874426389531,-5.32417775573617,36,-0.12042737002842159,0.021831656042901527,-5.516181172503313,36,-0.013385582856629325,0.0204560117848228,-0.6543593637622299,36,-0.2020542584870673,0.03528175384262424,-5.726876826711588,36,-0.13877976923446164,0.016136894472677393,-8.600153484887706,36
AFR,atp016_2X,Chagyrskaya,EPO,2613.7143647260277,2715.135813356165,7014.177102739725,9502.359599315067,6596.06720890411,91.39340753424656,12708.13484589041,128.60659246575347,60509,-0.019032520194935898,0.0034630309567575154,-5.495913964556735,36,-0.15064795613391463,0.02830527244437984,-5.322257767698207,36,-0.11854237049745672,0.02149397456353989,-5.515144262733961,36,-0.015592088354803905,0.022125625864689587,-0.7047072227542005,36,-0.19779616901754304,0.03451295064512271,-5.731070955113921,36,-0.1356935929398679,0.017238587431130374,-7.871503015080289,36
